url;metascore;userscore;rating
https://www.metacritic.com/movie/dark-matter;49;5,6;| R
https://www.metacritic.com/movie/dark-money;72;7,9;| TV-14
https://www.metacritic.com/movie/dark-night-2016;60;;| Not Rated
https://www.metacritic.com/movie/dark-phoenix;43;5,4;| PG-13
https://www.metacritic.com/movie/dark-places;39;6,2;| R
https://www.metacritic.com/movie/dark-river;69;6,8;| Not Rated
https://www.metacritic.com/movie/dark-shadows;55;5,9;| PG-13
https://www.metacritic.com/movie/dark-skies;50;7,2;| PG-13
https://www.metacritic.com/movie/dark-star-hr-gigers-world;62;5,8;| Not Rated
https://www.metacritic.com/movie/dark-streets;38;6;| R
https://www.metacritic.com/movie/dark-summer;31;3,5;| Not Rated
https://www.metacritic.com/movie/dark-was-the-night;40;5,9;| Not Rated
https://www.metacritic.com/movie/dark-water;52;8,6;| Unrated
https://www.metacritic.com/movie/dark-waters;73;7,9;| PG-13
https://www.metacritic.com/movie/darkest-hour;75;7,3;| PG-13
https://www.metacritic.com/movie/darkness-falls;23;6,6;| PG-13
https://www.metacritic.com/movie/darling;60;5,3;| Not Rated
https://www.metacritic.com/movie/darling-companion;41;5,3;| PG
https://www.metacritic.com/movie/darshan-the-embrace;55;6,9;
https://www.metacritic.com/movie/darwins-nightmare;84;7,5;
https://www.metacritic.com/movie/das-wilde-leben;32;;
https://www.metacritic.com/movie/date-and-switch;56;6;| R
https://www.metacritic.com/movie/date-movie;11;2,9;| Unrated
https://www.metacritic.com/movie/date-night;56;5,8;| PG-13
https://www.metacritic.com/movie/dating-amber;59;;| Not Rated
https://www.metacritic.com/movie/daughter-from-danang;77;6,4;
https://www.metacritic.com/movie/daughter-of-mine;74;;| Not Rated
https://www.metacritic.com/movie/daughters-of-the-sun;65;;
https://www.metacritic.com/movie/dave-chappelles-block-party;84;7,5;| R
https://www.metacritic.com/movie/dave-made-a-maze;60;7;| TV-14
https://www.metacritic.com/movie/david-brent-life-on-the-road;54;7,1;| Not Rated
https://www.metacritic.com/movie/david-byrnes-american-utopia;93;7,4;| Not Rated
https://www.metacritic.com/movie/david-crosby-remember-my-name;80;7,4;| Not Rated
https://www.metacritic.com/movie/david-hockney-the-colors-of-music;63;;
https://www.metacritic.com/movie/david-lynch-the-art-life;75;8,3;| Not Rated
https://www.metacritic.com/movie/dawn-of-the-dead;59;8,4;| Unrated
https://www.metacritic.com/movie/dawn-of-the-planet-of-the-apes;79;8,2;| PG-13
https://www.metacritic.com/movie/dawn-patrol;24;8;
https://www.metacritic.com/movie/dawson-city-frozen-time;86;6,1;| Not Rated
https://www.metacritic.com/movie/day-night-day-night;61;5,7;| Not Rated
https://www.metacritic.com/movie/day-watch;59;6,6;| R
https://www.metacritic.com/movie/daybreak;60;;| R
https://www.metacritic.com/movie/daybreakers;57;6,7;| R
https://www.metacritic.com/movie/daydream-believer;53;;
https://www.metacritic.com/movie/daydream-nation;57;6,9;| R
https://www.metacritic.com/movie/daylight;72;5,5;| Not Rated
https://www.metacritic.com/movie/days;87;;| Not Rated
https://www.metacritic.com/movie/days-of-glory;82;7,3;| R
https://www.metacritic.com/movie/days-of-grace;58;5,2;| Not Rated
https://www.metacritic.com/movie/days-of-the-bagnold-summer;57;;| Not Rated
https://www.metacritic.com/movie/dayveon;69;;| Not Rated
https://www.metacritic.com/movie/de-lovely;53;7;| PG-13
https://www.metacritic.com/movie/de-palma;83;7,7;| R
https://www.metacritic.com/movie/dead-breakfast;34;6,2;| Unrated
https://www.metacritic.com/movie/dead-man-down;39;8,7;| R
https://www.metacritic.com/movie/dead-mans-burden;76;5,6;| Not Rated
https://www.metacritic.com/movie/dead-mans-shoes;52;7,8;
https://www.metacritic.com/movie/dead-or-alive;49;4,6;| Unrated
https://www.metacritic.com/movie/dead-or-alive-final;34;4,9;
https://www.metacritic.com/movie/dead-pigs;73;5,5;| Not Rated
https://www.metacritic.com/movie/dead-silence;34;6,3;| R
https://www.metacritic.com/movie/dead-snow;61;6,6;
https://www.metacritic.com/movie/dead-snow-2-red-vs-dead;59;7,2;| R
https://www.metacritic.com/movie/dead-souls;89;;| Not Rated
https://www.metacritic.com/movie/deadfall;52;5,7;| R
https://www.metacritic.com/movie/deadline;71;6,5;
https://www.metacritic.com/movie/deadpool;65;8;| R
https://www.metacritic.com/movie/deadpool-2;66;7,7;| R
https://www.metacritic.com/movie/deal;35;5,8;| PG-13
https://www.metacritic.com/movie/dealin-with-idiots;43;;| Not Rated
https://www.metacritic.com/movie/dealt;66;;| Not Rated
https://www.metacritic.com/movie/dean;58;3,8;| PG-13
https://www.metacritic.com/movie/dear-comrades!;82;6,8;| Not Rated
https://www.metacritic.com/movie/dear-dictator;44;4,7;| Not Rated
https://www.metacritic.com/movie/dear-evan-hansen;39;5,3;| PG-13
https://www.metacritic.com/movie/dear-frankie;63;8,4;| PG-13
https://www.metacritic.com/movie/dear-john;43;6,2;| PG-13
https://www.metacritic.com/movie/dear-mr-watterson;54;;| Not Rated
https://www.metacritic.com/movie/dear-wendy;33;7;| Unrated
https://www.metacritic.com/movie/dear-white-people;79;4,3;| R
https://www.metacritic.com/movie/dear-zachary-a-letter-to-a-son-about-his-father;82;8,4;| Not Rated
https://www.metacritic.com/movie/death-at-a-funeral;51;5,1;| R
https://www.metacritic.com/movie/death-at-a-funeral-2007;67;6,9;| R
https://www.metacritic.com/movie/death-by-china;43;;| Not Rated
https://www.metacritic.com/movie/death-defying-acts;48;5,9;| PG
https://www.metacritic.com/movie/death-in-love;39;;| R
https://www.metacritic.com/movie/death-note;43;3,2;| TV-MA
https://www.metacritic.com/movie/death-of-a-dynasty;41;;| R
https://www.metacritic.com/movie/death-of-a-nation;1;4,3;| PG-13
https://www.metacritic.com/movie/death-of-a-president;49;6,2;| R
https://www.metacritic.com/movie/death-race;43;6,8;| R
https://www.metacritic.com/movie/death-sentence;36;7,8;| R
https://www.metacritic.com/movie/death-to-smoochy;38;7,4;| R
https://www.metacritic.com/movie/death-wish;31;6,8;| R
https://www.metacritic.com/movie/deathgasm;65;6;| Not Rated
https://www.metacritic.com/movie/debs;42;6,5;| PG-13
https://www.metacritic.com/movie/december-boys;56;6,2;| PG-13
https://www.metacritic.com/movie/deception;31;8,4;| R
https://www.metacritic.com/movie/deceptive-practices-the-mysteries-and-mentors-of-ricky-jay;79;8,4;| Not Rated
https://www.metacritic.com/movie/deck-the-halls;28;7,7;| PG
https://www.metacritic.com/movie/declaration-of-war;73;4;| Not Rated
https://www.metacritic.com/movie/decoding-annie-parker;56;7,5;| R
https://www.metacritic.com/movie/decoding-deepak;48;;| Not Rated
https://www.metacritic.com/movie/dedication;50;8;| R
https://www.metacritic.com/movie/deep-blue;71;6,6;| G
https://www.metacritic.com/movie/deep-sea;78;8,7;| G
https://www.metacritic.com/movie/deep-water;80;8,2;| PG
https://www.metacritic.com/movie/deepsea-challenge-3d;58;6,7;| PG
https://www.metacritic.com/movie/deepwater-horizon;68;7,3;| PG-13
https://www.metacritic.com/movie/deerskin;68;6,4;| NR
https://www.metacritic.com/movie/defamation;58;;
https://www.metacritic.com/movie/defiance;58;5,9;| R
https://www.metacritic.com/movie/definitely-maybe;59;7,2;| PG-13
https://www.metacritic.com/movie/deidra-laney-rob-a-train;65;;| TV-14
https://www.metacritic.com/movie/deja-vu;59;5,8;| PG-13
https://www.metacritic.com/movie/delgo;27;3,7;| PG
https://www.metacritic.com/movie/deli-man;62;;| PG-13
https://www.metacritic.com/movie/delicacy-1969;53;7,2;| Not Rated
https://www.metacritic.com/movie/delirious;68;7,6;
https://www.metacritic.com/movie/deliver-us-from-eva;46;5,6;| R
https://www.metacritic.com/movie/deliver-us-from-evil;86;7,9;| Not Rated
https://www.metacritic.com/movie/deliver-us-from-evil-2014;40;6;| R
https://www.metacritic.com/movie/delivery-man;44;6,2;| PG-13
https://www.metacritic.com/movie/delta-farce;17;4,6;| PG-13
https://www.metacritic.com/movie/democrats;88;;| Not Rated
https://www.metacritic.com/movie/demolition;49;7,5;| R
https://www.metacritic.com/movie/demon;80;6,3;| R
https://www.metacritic.com/movie/demon-slayer--kimetsu-no-yaiba--the-movie-mugen-train;72;8,4;| R
https://www.metacritic.com/movie/demonic-2021;36;3,3;| NR
https://www.metacritic.com/movie/demonlover;64;5,9;| Unrated
https://www.metacritic.com/movie/den-of-thieves;49;6,4;| R
https://www.metacritic.com/movie/denial;63;6,2;| PG-13
https://www.metacritic.com/movie/department-q-the-keeper-of-lost-causes;62;7,1;| Not Rated
https://www.metacritic.com/movie/departures;68;8;| PG-13
https://www.metacritic.com/movie/depraved;69;6,6;| NR
https://www.metacritic.com/movie/derailed;40;5,5;| Not Rated
https://www.metacritic.com/movie/derailroaded;57;7,3;
https://www.metacritic.com/movie/derek-delgaudios-in-of-itself;82;7,9;| Not Rated
https://www.metacritic.com/movie/derrida;73;;
https://www.metacritic.com/movie/descent;45;6,5;| NC-17
https://www.metacritic.com/movie/desert-dancer;49;5,8;| PG-13
https://www.metacritic.com/movie/desert-flower;54;7,9;| R
https://www.metacritic.com/movie/desert-one;80;;| NR
https://www.metacritic.com/movie/desierto;51;4,9;| R
https://www.metacritic.com/movie/desperados;41;6,8;| TV-MA
https://www.metacritic.com/movie/despicable-me;72;7,7;| PG
https://www.metacritic.com/movie/despicable-me-2;62;7,2;| PG
https://www.metacritic.com/movie/despicable-me-3;49;5,7;| PG
https://www.metacritic.com/movie/despite-the-falling-snow;33;6;| PG-13
https://www.metacritic.com/movie/destination-unknown;75;;| Not Rated
https://www.metacritic.com/movie/destination-wedding;46;6,8;| R
https://www.metacritic.com/movie/destroyer;62;5,7;| R
https://www.metacritic.com/movie/detachment;52;7,8;| Not Rated
https://www.metacritic.com/movie/detective-dee-and-the-mystery-of-the-phantom-flame;75;6,9;| PG-13
https://www.metacritic.com/movie/detention;45;6,1;| R
https://www.metacritic.com/movie/deterrence;50;;| R
https://www.metacritic.com/movie/detour;55;;| Not Rated
https://www.metacritic.com/movie/detour-2017;46;5,5;| Not Rated
https://www.metacritic.com/movie/detroit;77;6,6;| R
https://www.metacritic.com/movie/detroit-unleaded;59;;| Not Rated
https://www.metacritic.com/movie/detropia;68;8;| Not Rated
https://www.metacritic.com/movie/deuce-bigalow-european-gigolo;23;4,6;| R
https://www.metacritic.com/movie/deuces-wild;16;7,8;| R
https://www.metacritic.com/movie/devil;44;8,5;| PG-13
https://www.metacritic.com/movie/devils-due;34;2,7;| R
https://www.metacritic.com/movie/devils-knot;42;5,8;| Not Rated
https://www.metacritic.com/movie/devils-on-the-doorstep;70;8,8;
https://www.metacritic.com/movie/devils-pass;49;6,6;| R
https://www.metacritic.com/movie/dheepan;76;7,1;| R
https://www.metacritic.com/movie/dhobi-ghat-mumbai-diaries;55;4,2;| Unrated
https://www.metacritic.com/movie/diablo;35;2,6;| R
https://www.metacritic.com/movie/diamantino;75;7,2;| Not Rated
https://www.metacritic.com/movie/diamond-men;78;6,2;| R
https://www.metacritic.com/movie/diamond-tongues;75;;| Not Rated
https://www.metacritic.com/movie/diana;35;3,9;| PG-13
https://www.metacritic.com/movie/diana-kennedy-nothing-fancy;75;;| Not Rated
https://www.metacritic.com/movie/diana-the-musical;29;3,8;| PG-13
https://www.metacritic.com/movie/diana-vreeland-the-eye-has-to-travel;69;7,2;| PG-13
https://www.metacritic.com/movie/diane;86;7,1;| NR
https://www.metacritic.com/movie/diary-of-a-chambermaid;56;;| Not Rated
https://www.metacritic.com/movie/diary-of-a-mad-black-woman;36;7;| PG-13
https://www.metacritic.com/movie/diary-of-a-wimpy-kid;56;6,4;| PG
https://www.metacritic.com/movie/diary-of-a-wimpy-kid-2-rodrick-rules;51;7;| PG
https://www.metacritic.com/movie/diary-of-a-wimpy-kid-dog-days;54;6,7;| PG
https://www.metacritic.com/movie/diary-of-a-wimpy-kid-the-long-haul;39;3,4;| PG
https://www.metacritic.com/movie/diary-of-the-dead;66;5,3;| R
https://www.metacritic.com/movie/dick-johnson-is-dead;89;7,5;| PG-13
https://www.metacritic.com/movie/dickie-roberts-former-child-star;36;6,1;| PG-13
https://www.metacritic.com/movie/did-you-hear-about-the-morgans;27;5,1;| PG-13
https://www.metacritic.com/movie/did-you-wonder-who-fired-the-gun;78;5,7;| NR
https://www.metacritic.com/movie/die-another-day;56;7,6;| PG-13
https://www.metacritic.com/movie/die-mommie-die!;54;5,8;| R
https://www.metacritic.com/movie/diego-maradona;78;8,3;| TV-14
https://www.metacritic.com/movie/dieu-est-grand-je-suis-toute-petite;37;;
https://www.metacritic.com/movie/difret;61;8;| Not Rated
https://www.metacritic.com/movie/dig!;76;7,2;| R
https://www.metacritic.com/movie/dig-two-graves;67;6,1;| Not Rated
https://www.metacritic.com/movie/diggers;66;6,5;| R
https://www.metacritic.com/movie/digging-for-fire;69;5,3;| R
https://www.metacritic.com/movie/digging-up-the-marrow;45;5,5;| Not Rated
https://www.metacritic.com/movie/digimon-digital-monsters;20;7,1;| PG
https://www.metacritic.com/movie/diminished-capacity;54;;| Not Rated
https://www.metacritic.com/movie/dina;75;;| Not Rated
https://www.metacritic.com/movie/dinner-for-schmucks;56;5,7;| PG-13
https://www.metacritic.com/movie/dinner-rush;79;6,1;| R
https://www.metacritic.com/movie/dinosaur;56;7,3;| PG
https://www.metacritic.com/movie/dinosaur-13;66;6,7;| PG
https://www.metacritic.com/movie/dior-and-i;70;7,2;| Not Rated
https://www.metacritic.com/movie/diplomacy;72;6,6;| Not Rated
https://www.metacritic.com/movie/dirt-music;35;;| Not Rated
https://www.metacritic.com/movie/dirty;37;5,1;| R
https://www.metacritic.com/movie/dirty-dancing-havana-nights;39;7,3;| PG-13
https://www.metacritic.com/movie/dirty-girl;37;8;| R
https://www.metacritic.com/movie/dirty-god;75;;| Not Rated
https://www.metacritic.com/movie/dirty-grandpa;21;4;| R
https://www.metacritic.com/movie/dirty-laundry;48;;| PG-13
https://www.metacritic.com/movie/dirty-love;9;2,3;| Unrated
https://www.metacritic.com/movie/dirty-pretty-things;78;8,8;| R
https://www.metacritic.com/movie/dirty-wars;76;8,2;| Not Rated
https://www.metacritic.com/movie/dirty-weekend;39;;| Not Rated
https://www.metacritic.com/movie/disappearance-at-clifton-hill;61;;| NR
https://www.metacritic.com/movie/disappearances;57;5;
https://www.metacritic.com/movie/disaster-movie;15;1,4;| Unrated
https://www.metacritic.com/movie/dischord;14;;
https://www.metacritic.com/movie/disclosure-2020;79;6,8;| TV-MA
https://www.metacritic.com/movie/disco-and-atomic-war;59;;
https://www.metacritic.com/movie/disconnect;64;7,8;| R
https://www.metacritic.com/movie/disgrace;71;6,5;| R
https://www.metacritic.com/movie/disobedience;74;7,3;| R
https://www.metacritic.com/movie/disorder;66;7;| NR
https://www.metacritic.com/movie/distant;84;8,4;
https://www.metacritic.com/movie/district-13-ultimatum;64;7,7;| R
https://www.metacritic.com/movie/district-9;81;8,1;| R
https://www.metacritic.com/movie/district-b13;70;8,5;| R
https://www.metacritic.com/movie/disturbia;62;7,9;| R
https://www.metacritic.com/movie/divan;71;;
https://www.metacritic.com/movie/divergent;48;6;| PG-13
https://www.metacritic.com/movie/divide-and-conquer-the-story-of-roger-ailes;71;6,9;| Not Rated
https://www.metacritic.com/movie/divided-we-fall;69;7,6;| PG-13
https://www.metacritic.com/movie/divine-intervention;74;6,3;
https://www.metacritic.com/movie/divine-love;86;7,3;| Not Rated
https://www.metacritic.com/movie/divine-secrets-of-the-ya-ya-sisterhood;48;5,6;| PG-13
https://www.metacritic.com/movie/divines;71;7;| Not Rated
https://www.metacritic.com/movie/django;49;7,3;| Not Rated
https://www.metacritic.com/movie/django-unchained;81;8,6;| R
https://www.metacritic.com/movie/djomeh;76;;
https://www.metacritic.com/movie/do-i-sound-gay;65;5;| Not Rated
https://www.metacritic.com/movie/do-not-resist;69;;| Not Rated
https://www.metacritic.com/movie/do-you-trust-this-computer;62;;| Not Rated
https://www.metacritic.com/movie/doa-dead-or-alive;38;7,7;| PG-13
https://www.metacritic.com/movie/doctor-sleep;59;7,2;| R
https://www.metacritic.com/movie/doctor-strange;72;8,1;| PG-13
https://www.metacritic.com/movie/documented;61;;| Not Rated
https://www.metacritic.com/movie/dodgeball-a-true-underdog-story;55;4,6;| Unrated
https://www.metacritic.com/movie/dog-days;66;8;| Unrated
https://www.metacritic.com/movie/dog-days-2018;47;5,6;| PG
https://www.metacritic.com/movie/dog-eat-dog;53;5,8;| Not Rated
https://www.metacritic.com/movie/dog-pound;57;6,9;| Not Rated
https://www.metacritic.com/movie/dog-sweat;50;;| Not Rated
https://www.metacritic.com/movie/dogman;71;8,3;| Not Rated
https://www.metacritic.com/movie/dogtooth;73;7,7;| Not Rated
https://www.metacritic.com/movie/dogtown-and-z-boys;76;8;| PG-13
https://www.metacritic.com/movie/dogville;60;8,2;| R
https://www.metacritic.com/movie/doing-time-doing-vipassana;64;7,8;
https://www.metacritic.com/movie/dolemite-is-my-name;76;7,5;| R
https://www.metacritic.com/movie/dolittle;26;5,3;| PG
https://www.metacritic.com/movie/dolls;71;6,9;
https://www.metacritic.com/movie/dolly-partons-christmas-on-the-square;51;5,8;| Not Rated
https://www.metacritic.com/movie/dolores;81;7,2;| Not Rated
https://www.metacritic.com/movie/dolphin-tale;64;6,8;| PG
https://www.metacritic.com/movie/dolphin-tale-2;58;5,4;| PG
https://www.metacritic.com/movie/dom-hemingway;55;6,4;| R
https://www.metacritic.com/movie/domaine;64;;| Not Rated
https://www.metacritic.com/movie/domestic-disturbance;29;8,5;| R
https://www.metacritic.com/movie/domestic-violence;85;;
https://www.metacritic.com/movie/dominion-prequel-to-the-exorcist;55;5,9;| R
https://www.metacritic.com/movie/domino;36;5,2;| R
https://www.metacritic.com/movie/domino-2019;40;4,4;| R
https://www.metacritic.com/movie/don-jon;66;6,9;| R
https://www.metacritic.com/movie/don-mckay;50;;| R
https://www.metacritic.com/movie/don-peyote;14;3;| Not Rated
https://www.metacritic.com/movie/don-verdean;39;6,4;| PG-13
https://www.metacritic.com/movie/donald-cried;72;7,5;
https://www.metacritic.com/movie/donbass;79;6,6;| Not Rated
https://www.metacritic.com/movie/donkey-punch;43;5,7;| R
https://www.metacritic.com/movie/donkey-skin;70;7,4;
https://www.metacritic.com/movie/donnie-darko;71;7,9;| R
https://www.metacritic.com/movie/donnybrook;53;5,2;| NR
https://www.metacritic.com/movie/dont-be-afraid-of-the-dark;56;5,2;| R
https://www.metacritic.com/movie/dont-blink---robert-frank;75;;| Not Rated
https://www.metacritic.com/movie/dont-breathe;71;7,9;| R
https://www.metacritic.com/movie/dont-breathe-2;46;6,6;| R
https://www.metacritic.com/movie/dont-call-me-son;77;7,7;| Not Rated
https://www.metacritic.com/movie/dont-come-back-from-the-moon;63;;| Not Rated
https://www.metacritic.com/movie/dont-come-knocking;55;6,5;| R
https://www.metacritic.com/movie/dont-go;45;;| NR
https://www.metacritic.com/movie/dont-go-in-the-woods;29;4,4;| Not Rated
https://www.metacritic.com/movie/dont-knock-twice;45;5;| Not Rated
https://www.metacritic.com/movie/dont-leave-home;65;;| Not Rated
https://www.metacritic.com/movie/dont-let-go;49;6,1;| R
https://www.metacritic.com/movie/dont-look-up;49;6,5;| R
https://www.metacritic.com/movie/dont-move;59;7,3;| Not Rated
https://www.metacritic.com/movie/dont-say-a-word;38;8,4;| R
https://www.metacritic.com/movie/dont-stop-believin-everymans-journey;53;;| Not Rated
https://www.metacritic.com/movie/dont-tell;52;;| R
https://www.metacritic.com/movie/dont-tempt-me;31;;| R
https://www.metacritic.com/movie/dont-think-ive-forgotten-cambodias-lost-rock-and-roll;79;;| Not Rated
https://www.metacritic.com/movie/dont-think-twice;83;7,2;| R
https://www.metacritic.com/movie/dont-worry-he-wont-get-far-on-foot;67;7;| R
https://www.metacritic.com/movie/doogal;23;3,7;| G
https://www.metacritic.com/movie/doom;34;5,6;| Unrated
https://www.metacritic.com/movie/doomsday;51;5,2;| R
https://www.metacritic.com/movie/dopamine;52;;| R
https://www.metacritic.com/movie/dope;72;7,5;| R
https://www.metacritic.com/movie/dora-and-the-lost-city-of-gold;63;5,1;| PG
https://www.metacritic.com/movie/dorfman-in-love;35;;| R
https://www.metacritic.com/movie/dorian-blues;52;8,2;
https://www.metacritic.com/movie/dormant-beauty;72;;| Not Rated
https://www.metacritic.com/movie/dot-the-i;39;8,2;| R
https://www.metacritic.com/movie/double-dare;70;7,3;
https://www.metacritic.com/movie/double-lover;70;6,2;| Not Rated
https://www.metacritic.com/movie/double-parked;38;;
https://www.metacritic.com/movie/double-take-2001;25;7,6;| PG-13
https://www.metacritic.com/movie/doubt;68;7,9;| PG-13
https://www.metacritic.com/movie/douchebag;56;;
https://www.metacritic.com/movie/dough;44;;| Not Rated
https://www.metacritic.com/movie/dovlatov;68;6,4;| Not Rated
https://www.metacritic.com/movie/down-a-dark-hall;56;4,8;| PG-13
https://www.metacritic.com/movie/down-and-out-with-the-dolls;49;;| R
https://www.metacritic.com/movie/down-from-the-mountain;75;;| G
https://www.metacritic.com/movie/down-in-the-valley;65;6,5;| R
https://www.metacritic.com/movie/down-terrace;68;5,5;| R
https://www.metacritic.com/movie/down-the-shore;54;;| R
https://www.metacritic.com/movie/down-to-earth;32;8,3;| PG-13
https://www.metacritic.com/movie/down-to-the-bone;76;6,2;| R
https://www.metacritic.com/movie/down-to-you;13;5,4;| PG-13
https://www.metacritic.com/movie/down-with-love;52;8,3;| PG-13
https://www.metacritic.com/movie/downfall;82;8,6;| R
https://www.metacritic.com/movie/downhill;49;4,3;| R
https://www.metacritic.com/movie/downloading-nancy;19;7,5;
https://www.metacritic.com/movie/downsizing;63;5,3;| R
https://www.metacritic.com/movie/downton-abbey;64;6,8;| PG
https://www.metacritic.com/movie/downtown-81;54;3,9;
https://www.metacritic.com/movie/dr-bronners-magic-soapbox;61;;
https://www.metacritic.com/movie/dr-dolittle-2;49;5,8;| PG
https://www.metacritic.com/movie/dr-seuss-the-lorax;46;5,9;| PG
https://www.metacritic.com/movie/dr-t-and-the-women;64;8;| R
https://www.metacritic.com/movie/dracula-2000;26;8,3;| R
https://www.metacritic.com/movie/dracula-pages-from-a-virgins-diary;84;5,8;
https://www.metacritic.com/movie/dracula-untold;40;6,4;| PG-13
https://www.metacritic.com/movie/draft-day;54;6,7;| R
https://www.metacritic.com/movie/drag-me-to-hell;83;8,2;| PG-13
https://www.metacritic.com/movie/dragged-across-concrete;60;6,9;| R
https://www.metacritic.com/movie/dragon;62;7,2;| R
https://www.metacritic.com/movie/dragon-blade;41;6;| R
https://www.metacritic.com/movie/dragon-wars-d-war;33;3;| PG-13
https://www.metacritic.com/movie/dragonball-evolution;45;2,2;| PG
https://www.metacritic.com/movie/dragonfly;25;5,9;| PG-13
https://www.metacritic.com/movie/dragonslayer;71;5,2;| Not Rated
https://www.metacritic.com/movie/dramamex;65;7,3;
https://www.metacritic.com/movie/drawing-restraint-9;61;7,5;
https://www.metacritic.com/movie/dream-horse;68;6,4;| PG
https://www.metacritic.com/movie/dream-house-2011;35;8,4;| PG-13
https://www.metacritic.com/movie/dreamcatcher;35;5,2;| R
https://www.metacritic.com/movie/dreamcatcher-2015;86;6,3;
https://www.metacritic.com/movie/dreamer-inspired-by-a-true-story;59;6,6;| PG
https://www.metacritic.com/movie/dreamgirls;76;7,3;| PG-13
https://www.metacritic.com/movie/dreaming-lhasa;49;;
https://www.metacritic.com/movie/dreamland-2019;57;5,6;| R
https://www.metacritic.com/movie/dreamland-2020;50;;| TV-MA
https://www.metacritic.com/movie/dreams-of-a-life;62;;| Not Rated
https://www.metacritic.com/movie/dreams-rewired;62;;| Not Rated
https://www.metacritic.com/movie/dredd;60;8,7;| R
https://www.metacritic.com/movie/drew-the-man-behind-the-poster;59;7,1;| Not Rated
https://www.metacritic.com/movie/drift-2013;35;3,8;| R
https://www.metacritic.com/movie/drillbit-taylor;41;6,3;| PG-13
https://www.metacritic.com/movie/drinking-buddies;71;6,5;| R
https://www.metacritic.com/movie/drive;78;8,2;| R
https://www.metacritic.com/movie/drive-angry-3d;44;5,8;| R
https://www.metacritic.com/movie/drive-hard;29;3,4;| Not Rated
https://www.metacritic.com/movie/drive-my-car;91;7,4;| Not Rated
https://www.metacritic.com/movie/driven;29;5,5;| PG-13
https://www.metacritic.com/movie/driven-2019;55;7;| R
https://www.metacritic.com/movie/driveways;83;8;| Not Rated
https://www.metacritic.com/movie/driving-lessons;56;7,7;| PG-13
https://www.metacritic.com/movie/drowning-mona;25;7,6;| PG-13
https://www.metacritic.com/movie/drug-war;86;7,1;| Not Rated
https://www.metacritic.com/movie/drumline;63;6,3;| PG-13
https://www.metacritic.com/movie/drunk-bus;65;;| Not Rated
https://www.metacritic.com/movie/drunk-stoned-brilliant-dead-the-story-of-the-national-lampoon--0001;74;7,3;| Not Rated
https://www.metacritic.com/movie/drunktowns-finest;55;;| Not Rated
https://www.metacritic.com/movie/duane-hopwood;53;6,8;| R
https://www.metacritic.com/movie/duck;53;6,7;| PG-13
https://www.metacritic.com/movie/duck-butter;58;6,2;| TV-MA
https://www.metacritic.com/movie/duck-season;74;8,5;| R
https://www.metacritic.com/movie/dude-wheres-my-car;30;6;| PG-13
https://www.metacritic.com/movie/due-date;51;6,5;| R
https://www.metacritic.com/movie/duets;40;8,1;| R
https://www.metacritic.com/movie/dukhtar;73;;| Not Rated
https://www.metacritic.com/movie/duma;82;8,4;| PG
https://www.metacritic.com/movie/dumb-and-dumber-to;36;5,5;| PG-13
https://www.metacritic.com/movie/dumb-and-dumberer-when-harry-met-lloyd;19;2,7;| PG-13
https://www.metacritic.com/movie/dumbo;51;5,8;| PG
https://www.metacritic.com/movie/dumbstruck;47;;| PG
https://www.metacritic.com/movie/dummy;48;8,6;| R
https://www.metacritic.com/movie/dumplin;53;6,4;| PG-13
https://www.metacritic.com/movie/dune-part-one;74;8;| PG-13
https://www.metacritic.com/movie/dung-che-sai-duk;69;7;| R
https://www.metacritic.com/movie/dungeons-dragons;14;4,8;| PG-13
https://www.metacritic.com/movie/dunkirk;94;8,2;| PG-13
https://www.metacritic.com/movie/duplex;50;6,7;| PG-13
https://www.metacritic.com/movie/duplicity;69;5,1;| PG-13
https://www.metacritic.com/movie/dust;41;;| R
https://www.metacritic.com/movie/dust-to-glory;61;6,6;| PG
https://www.metacritic.com/movie/dying-of-the-light;31;3,1;| R
https://www.metacritic.com/movie/dylan-dog-dead-of-night;31;5,1;| PG-13
https://www.metacritic.com/movie/dysfunktional-family;51;;| R
https://www.metacritic.com/movie/dzi-croquettes;65;;| Not Rated
https://www.metacritic.com/movie/e-dreams;65;;
https://www.metacritic.com/movie/e-team;66;;| Not Rated
https://www.metacritic.com/movie/eagle-eye;43;6,7;| PG-13
https://www.metacritic.com/movie/eagle-vs-shark;55;7;| R
https://www.metacritic.com/movie/eames-the-architect-the-painter;63;;| Not Rated
https://www.metacritic.com/movie/early-man;68;6,5;| PG
https://www.metacritic.com/movie/earth;72;6,4;| G
https://www.metacritic.com/movie/earth-days;70;;
https://www.metacritic.com/movie/earth-to-echo;53;5,1;| PG
https://www.metacritic.com/movie/earthquake-bird;51;6,4;| R
https://www.metacritic.com/movie/earthwork;53;;| PG
https://www.metacritic.com/movie/earwig-and-the-witch;46;4,6;| PG
https://www.metacritic.com/movie/easier-with-practice;72;5,4;| NC-17
https://www.metacritic.com/movie/east-is-east;74;6,6;| TV-PG
https://www.metacritic.com/movie/east-of-havana;70;;
https://www.metacritic.com/movie/eastern-boys;74;6,8;| Not Rated
https://www.metacritic.com/movie/eastern-promises;82;7,1;| R
https://www.metacritic.com/movie/easy;47;3,8;| R
https://www.metacritic.com/movie/easy-a;72;7,2;| PG-13
https://www.metacritic.com/movie/easy-money;75;6,5;| R
https://www.metacritic.com/movie/easy-money-hard-to-kill;57;4,2;| Not Rated
